,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
3448,2022,EN,FT,Data Scientist,120000,AUD,83171,AU,50,AU,M
3449,2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
3451,2022,SE,FT,Data Scientist,100000,USD,100000,BR,100,US,M
3453,2022,MI,FT,Data Scientist,150000,PLN,33609,PL,100,PL,L
3462,2022,MI,FT,Data Scientist,135000,USD,135000,US,100,US,L
3467,2021,EN,FT,Data Scientist,80000,USD,80000,US,100,US,M
3469,2022,MI,FT,Data Scientist,115000,CHF,120402,CH,0,CH,L
3472,2022,MI,FT,Data Scientist,48000,USD,48000,RU,100,US,S
3479,2022,MI,FL,Data Scientist,100000,USD,100000,CA,100,US,M
3480,2021,EN,FT,Data Scientist,100000,USD,100000,US,0,US,S
3481,2022,EN,PT,Data Scientist,100000,USD,100000,DZ,50,DZ,M
3487,2021,MI,FT,Data Scientist,82500,USD,82500,US,100,US,S
3488,2021,EN,FT,Data Scientist,42000,EUR,49646,FR,50,FR,M
3494,2021,MI,FT,Data Scientist,700000,INR,9466,IN,0,IN,S
3517,2020,SE,FT,Data Scientist,60000,EUR,68428,GR,100,US,L
3527,2021,EN,FT,Data Scientist,13400,USD,13400,UA,100,UA,L
3528,2021,MI,FT,Data Scientist,95000,CAD,75774,CA,100,CA,L
3529,2021,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
3535,2021,MI,FT,Data Scientist,50000,USD,50000,NG,100,NG,L
3554,2020,MI,FT,Data Scientist,45760,USD,45760,PH,100,US,S
3556,2021,SE,FT,Data Scientist,45000,EUR,53192,FR,50,FR,L
3579,2020,MI,FT,Data Scientist,60000,GBP,76958,GB,100,GB,S
3581,2021,EN,FT,Data Scientist,2200000,INR,29751,IN,50,IN,L
3585,2020,MI,FT,Data Scientist,105000,USD,105000,US,100,US,L
3589,2021,EN,FT,Data Scientist,2100000,INR,28399,IN,100,IN,M
3591,2021,EN,FT,Data Scientist,90000,USD,90000,US,100,US,S
3598,2021,EN,FT,Data Scientist,31000,EUR,36643,FR,50,FR,L
3602,2021,SE,FT,Data Scientist,165000,USD,165000,US,100,US,L
3604,2021,SE,FT,Data Scientist,130000,CAD,103691,CA,100,CA,L
3617,2020,MI,FT,Data Scientist,70000,EUR,79833,DE,0,DE,L
3624,2021,SE,FT,Data Scientist,180000,TRY,20171,TR,50,TR,L
3626,2021,EN,FT,Data Scientist,58000,USD,58000,US,50,US,L
3627,2021,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M
3628,2021,SE,FT,Data Scientist,65720,EUR,77684,FR,50,FR,M
3638,2021,MI,FT,Data Scientist,21600,EUR,25532,RS,100,DE,S
3640,2021,MI,FT,Data Scientist,1250000,INR,16904,IN,100,IN,S
3646,2020,MI,FT,Data Scientist,11000000,HUF,35735,HU,50,HU,L
3647,2021,SE,FT,Data Scientist,135000,USD,135000,US,0,US,L
3652,2021,MI,FT,Data Scientist,147000,USD,147000,US,50,US,L
3658,2020,EN,FT,Data Scientist,45000,EUR,51321,FR,0,FR,S
3659,2020,MI,FT,Data Scientist,3000000,INR,40481,IN,0,IN,L
3662,2020,EN,FT,Data Scientist,35000,EUR,39916,FR,0,FR,M
3665,2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L
3667,2021,MI,FT,Data Scientist,420000,INR,5679,IN,100,US,S
3669,2021,MI,FT,Data Scientist,30400000,CLP,40038,CL,100,CL,L
3671,2021,MI,FT,Data Scientist,52000,EUR,61467,DE,50,AT,M
3673,2021,MI,FT,Data Scientist,32000,EUR,37825,ES,100,ES,L
3677,2021,MI,FT,Data Scientist,40900,GBP,56256,GB,50,GB,L
3678,2021,MI,FT,Data Scientist,2500000,INR,33808,IN,0,IN,M
3679,2021,MI,FT,Data Scientist,85000,GBP,116914,GB,50,GB,L
3688,2021,MI,FT,Data Scientist,75000,EUR,88654,DE,50,DE,L
3700,2021,MI,FT,Data Scientist,160000,USD,160000,US,100,US,L
3703,2021,MI,FT,Data Scientist,69600,BRL,12901,BR,0,BR,S
3706,2020,MI,FT,Data Scientist,37000,EUR,42197,FR,50,FR,S
3708,2020,EN,FT,Data Scientist,55000,EUR,62726,DE,50,DE,S
3709,2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L
3710,2020,EN,PT,Data Scientist,19000,EUR,21669,IT,50,IT,S
3713,2020,SE,FT,Data Scientist,120000,USD,120000,US,50,US,L
3714,2021,SE,FT,Data Scientist,110000,CAD,87738,CA,100,CA,S
3722,2021,MI,FT,Data Scientist,130000,USD,130000,US,50,US,L
3727,2020,MI,FT,Data Scientist,34000,EUR,38776,ES,100,ES,M
3728,2021,MI,FT,Data Scientist,39600,EUR,46809,ES,100,ES,M
3730,2020,SE,FT,Data Scientist,80000,EUR,91237,AT,0,AT,S
3731,2020,MI,FT,Data Scientist,55000,EUR,62726,FR,50,LU,S
3732,2021,MI,FT,Data Scientist,115000,USD,115000,US,50,US,L
3738,2021,MI,FT,Data Scientist,73000,USD,73000,US,0,US,L
3741,2020,MI,FT,Data Scientist,118000,USD,118000,US,100,US,M
3742,2020,MI,FT,Data Scientist,138350,USD,138350,US,100,US,M
3746,2021,MI,FT,Data Scientist,160000,SGD,119059,SG,100,IL,M
3750,2020,SE,FT,Data Scientist,412000,USD,412000,US,100,US,L
3752,2020,EN,FT,Data Scientist,105000,USD,105000,US,100,US,S
